序号,级别,编号1,编号2,编号3,编号4,类别,x,y,z,粗细,成熟度,上节点,下节点
0,1,0,0,,,首节点,-1.1083,0.1795,-7.4254,0.1308,1.0,,
1,1,1,0,,,首节点,1.014,2.3398,-10.2321,0.1411,1.0,,
2,1,2,0,,,首节点,-1.5353,0.5676,-7.6926,0.133,1.0,,
3,1,3,0,,,首节点,0.8171,1.4642,-11.7115,0.1448,1.0,,
4,1,4,0,,,首节点,0.5719,1.2742,-11.375,0.1429,1.0,,
5,1,5,0,,,首节点,-1.7634,0.9606,-8.4309,0.1336,1.0,,
6,1,6,0,,,首节点,-2.3317,-1.6681,-12.3317,0.1414,1.0,,
7,1,7,0,,,首节点,-2.2009,-0.6468,-11.1352,0.1407,1.0,,
